3	552.581
4	565.708
5	575.442
6	576.336
7	567.901
8	554.826
	*
1	544.892
2	544.27
3	553.119
4	565.996
5	575.344
6	575.933
7	567.439
8	554.596
	*
1	544.895
2	543.978
3	552.691
4	565.669
5	575.282
6	576.15
7	567.797
8	554.869
	*
1	545.065
2	543.817
3	552.297
4	565.273
5	575.108
6	576.287
7	568.166
8	555.257
	*
1	544.809
2	543.699
3	552.386
4	565.512
5	575.356
6	576.405
7	568.086
8	555.02
	*
1	544.831
2	543.636
3	552.274
4	565.417
5	575.329
6	576.458
7	568.187
8	555.11
	*
1	544.705
2	543.606
3	552.357
4	565.56
5	575.448
6	576.486
7	568.107
8	554.965
	*
1	544.705
2	543.606
3	552.357
4	565.56
5	575.448
6	576.486
7	568.107
8	554.965
	*
1	544.935
2	544.038
3	552.735
4	565.67
5	575.241
6	576.088
7	567.749
8	554.863
	*
1	544.705
2	543.606
3	552.357
4	565.56
5	575.448
6	576.486
7	568.107
8	554.965
	*
1	545.194
2	543.707
3	552.021
4	565.003
5	575.002
6	576.408
7	568.451
8	555.549
	*
1	545.406
2	543.682
3	551.807
4	564.761
5	574.899
6	576.53
7	568.758
8	555.898
	*
1	544.686
2	543.326
3	551.99
4	565.326
5	575.479
6	576.764
7	568.478
8	555.217
	*
1	544.981
2	543.542
3	552.005
4	565.144
5	575.217
6	576.577
7	568.48
8	555.419
	*
1	544.838
2	543.323
3	551.845
4	565.138
5	575.366
6	576.797
7	568.649
8	555.44
	*
1	544.654
2	543.424
3	552.155
4	565.457
5	575.501
6	576.662
7	568.308
8	555.074
	*
1	544.981
2	543.542
3	552.005
4	565.144
5	575.217
6	576.577
7	568.48
8	555.419
	*
1	544.798
2	543.423
3	552.022
4	565.285
5	575.399
6	576.698
7	568.472
8	555.285
	*
1	544.637
2	543.344
3	552.071
4	565.427
5	575.549
6	576.77
7	568.422
8	555.138
	*
1	544.683
2	543.481
3	552.212
4	565.488
5	575.494
6	576.63
7	568.274
8	555.065
	*
1	544.993
2	543.771
3	552.304
4	565.328
5	575.177
6	576.332
7	568.16
8	555.203
	*
1	544.843
2	543.664
3	552.304
4	565.434
5	575.327
6	576.441
7	568.168
8	555.103
	*
1	544.59
2	543.46
3	552.275
4	565.594
5	575.581
6	576.648
7	568.211
8	554.955
	*
1	544.614
2	543.601
3	552.447
4	565.696
5	575.558
6	576.515
7	568.044
8	554.851
	*
1	544.776
2	543.681
3	552.396
4	565.547
5	575.398
6	576.433
7	568.087
8	554.996
	*
1	545.278
2	543.975
3	552.306
4	565.133
5	574.904
6	576.137
7	568.156
8	555.398
	*
1	545.088
2	543.745
3	552.178
4	565.184
5	575.103
6	576.372
7	568.298
8	555.365
	*
1	544.76
2	543.576
3	552.27
4	565.475
5	575.422
6	576.539
7	568.217
8	555.077
	*
1	544.723
2	543.777
3	552.581
4	565.708
5	575.442
6	576.336
7	567.901
8	554.826
	*
1	544.85
2	543.905
3	552.638
4	565.668
5	575.335
6	576.229
7	567.858
8	554.88
	*
1	544.912
2	543.965
3	552.657
4	565.632
5	575.264
6	576.159
7	567.828
8	554.904
	*
1	545.278
2	543.975
3	552.306
4	565.133
5	574.904
6	576.137
7	568.156
8	555.398
	*
1	545.43
2	544.005
3	552.195
4	564.951
5	574.755
6	576.104
7	568.259
8	555.579
	*
1	544.993
2	543.771
3	552.304
4	565.328
5	575.177
6	576.332
7	568.16
8	555.203
	*
1	544.993
2	543.771
3	552.304
4	565.328
5	575.177
6	576.332
7	568.16
8	555.203
	*
1	544.922
2	543.882
3	552.531
4	565.538
5	575.254
6	576.238
7	567.95
8	554.999
	*
1	545.513
2	544.739
3	553.173
4	565.633
5	574.8
6	575.534
7	567.431
8	555.012
	*
1	545.057
2	544.002
3	552.564
4	565.468
5	575.124
6	576.122
7	567.915
8	555.068
	*
1	545.241
2	543.892
3	552.226
4	565.103
5	574.938
6	576.215
7	568.233
8	555.428
	*
1	545.194
2	543.707
3	552.021
4	565.003
5	575.002
6	576.408
7	568.451
8	555.549
	*
1	544.985
2	543.72
3	552.245
4	565.3
5	575.199
6	576.394
7	568.232
8	555.246
	*
1	544.843
2	543.664
3	552.304
4	565.434
5	575.327
6	576.441
7	568.168
8	555.103
	*
1	544.843
2	543.664
3	552.304
4	565.434
5	575.327
6	576.441
7	568.168
8	555.103
	*
1	545.241
2	543.892
3	552.226
4	565.103
5	574.938
6	576.215
7	568.233
8	555.428
	*
1	545.241
2	543.892
3	552.226
4	565.103
5	574.938
6	576.215
7	568.233
8	555.428
	*
1	544.985
2	543.72
3	552.245
4	565.3
5	575.199
6	576.394
7	568.232
8	555.246
	*
1	544.909
2	543.596
3	552.139
4	565.267
5	575.247
6	576.488
7	568.311
8	555.255
	*
1	545.006
2	543.394
3	551.779
4	564.979
5	575.209
6	576.732
7	568.715
8	555.604
	*
1	544.686
2	543.326
3	551.99
4	565.326
5	575.479
6	576.764
7	568.478
8	555.217
	*
1	544.81
2	543.284
3	551.819
4	565.14
5	575.395
6	576.836
7	568.677
8	555.44
	*
1	544.538
2	542.961
3	551.647
4	565.22
5	575.679
6	577.167
7	568.871
8	555.386
	*
1	544.367
2	543.032
3	551.899
4	565.486
5	575.792
6	577.051
7	568.576
8	555.065
	*
1	544.725
2	543.457
3	552.132
4	565.396
5	575.438
6	576.636
7	568.334
8	555.141
	*
1	544.367
2	543.032
3	551.899
4	565.486
5	575.792
6	577.051
7	568.576
8	555.065
	*
1	544.194
2	543.035
3	552.085
4	565.75
5	575.99
6	577.083
7	568.431
8	554.832
	*
1	544.24
2	543.141
3	552.18
4	565.773
5	575.925
6	576.962
7	568.317
8	554.787
	*
1	544.754
2	543.512
3	552.181
4	565.41
5	575.413
6	576.587
7	568.29
8	555.129
	*
1	544.616
2	543.391
3	552.153
4	565.494
5	575.56
6	576.717
7	568.333
8	555.061
	*
1	544.419
2	543.299
3	552.223
4	565.679
5	575.752
6	576.809
7	568.272
8	554.879
	*
1	544.165
2	543.403
3	552.625
4	566.144
5	576.02
6	576.74
7	567.909
8	554.434
	*
1	544.522
2	543.542
3	552.455
4	565.763
5	575.643
6	576.568
7	568.034
8	554.78
	*
1	544.909
2	543.596
3	552.139
4	565.267
5	575.247
6	576.488
7	568.311
8	555.255
	*
1	544.749
2	543.521
3	552.203
4	565.435
5	575.429
6	576.589
7	568.28
8	555.115
	*
1	544.49
2	543.512
3	552.444
4	565.777
5	575.672
6	576.596
7	568.044
8	554.765
	*
1	544.445
2	543.563
3	552.567
4	565.903
5	575.736
6	576.569
7	567.946
8	554.658
	*
1	544.453
2	543.727
3	552.784
4	566.043
5	575.72
6	576.406
7	567.726
8	554.506
	*
1	544.723
2	543.777
3	552.581
4	565.708
5	575.442
6	576.336
7	567.901
8	554.826
	*
1	545.065
2	543.817
3	552.297
4	565.273
5	575.108
6	576.287
7	568.166
8	555.257
	*
1	545.022
2	543.663
3	552.134
4	565.205
5	575.179
6	576.463
7	568.356
8	555.358
	*
1	544.723
2	543.52
3	552.22
4	565.455
5	575.435
6	576.572
7	568.244
8	555.076
	*
1	544.705
2	543.606
3	552.357
4	565.56
5	575.448
6	576.486
7	568.107
8	554.965
	*
1	544.748
2	543.929
3	552.77
4	565.825
5	575.425
6	576.199
7	567.723
8	554.713
	*
1	544.935
2	544.038
3	552.735
4	565.67
5	575.241
6	576.088
7	567.749
8	554.863
	*
1	544.943
2	543.89
3	552.519
4	565.513
5	575.229
6	576.225
7	567.955
8	555.019
	*
1	545.194
2	543.707
3	552.021
4	565.003
5	575.002
6	576.408
7	568.451
8	555.549
	*
1	545.103
2	543.613
3	551.98
4	565.039
5	575.092
6	576.501
7	568.495
8	555.517
	*
1	544.745
2	543.442
3	552.096
4	565.362
5	575.43
6	576.661
7	568.382
8	555.187
	*
1	544.843
2	543.664
3	552.304
4	565.434
5	575.327
6	576.441
7	568.168
8	555.103
	*
1	544.843
2	543.664
3	552.304
4	565.434
5	575.327
6	576.441
7	568.168
8	555.103
	*
1	545.179
2	544.095
3	552.576
4	565.398
5	575.018
6	576.044
7	567.914
8	555.15
	*
1	545.269
2	544.099
3	552.492
4	565.277
5	574.931
6	576.039
7	567.993
8	555.27
	*
1	545.241
2	543.892
3	552.226
4	565.103
5	574.938
6	576.215
7	568.233
8	555.428
	*
