1060.9795662034592	1054.5452295340194	1052.6182896817652	1056.349857674751	1063.515358477837	1069.895750289047	1071.7916279981657	1068.1140088071372	
1070.5193830465116	1050.8193867847006	1048.158226810686	1064.2023492074948	1089.0552910612405	1108.0757161964104	1110.5933135202306	1095.2289881152774	
1073.4333336760496	1067.7131108007743	1059.4746003213615	1053.541822322037	1053.4450945902047	1059.2423717861623	1067.482674537125	1073.3383985404614	
1083.4944376157962	1084.0440891570254	1081.954970543265	1078.4413799905337	1075.5584130884974	1075.0044228157997	1077.1070225500064	1080.624951698751	
1069.4257047289864	1063.9897108125194	1052.8526829760829	1042.4756352442262	1039.028912936912	1044.5948090714608	1055.8189465074088	1066.0661188575955	
1080.9443761415012	1064.8003774842707	1055.8524128018626	1059.5422461775715	1073.6125354859162	1089.6259802215586	1098.298822290601	1094.7396262259913	
1064.6340165838062	1070.8663885992419	1076.6727568577853	1078.6794664839367	1075.7307733719692	1069.5267475922428	1063.6813717871923	1061.6463133420443	
1081.6417527181668	1070.6474294834977	1059.8923066090294	1055.7599483851247	1060.7447077938264	1071.8406122536212	1082.4770273436902	1086.5077761901557	
1055.9709398083105	1056.79373279869	1056.3287857056002	1054.8472328355099	1053.2149689872542	1052.389378004112	1052.8560647629865	1054.3404156143015	
1059.145397512807	1065.1244482343754	1070.8049381233552	1072.8843967008822	1070.1644555069513	1064.213721334426	1058.4978598909365	1056.3900824121906	
1071.9248307639086	1072.0479317954996	1074.3003287666343	1077.355180628624	1079.423627158501	1079.3013673711519	1077.0594288562472	1074.0037357704632	
1061.8025449372242	1070.0712128371672	1075.8257402552956	1075.749439787737	1069.8860071498502	1061.6158967288552	1055.7839217066905	1055.8616649573878	
1081.5893391553632	1083.8579000211764	1079.7296598253495	1071.5746375461383	1064.139625656692	1061.8289382141488	1066.026502091171	1074.2236441426726	
1067.4181981427312	1076.833570389899	1089.1898585734114	1097.2673534415985	1096.4525516428462	1087.2070959167468	1074.8280140149016	1066.580593673846	
1069.6954127552935	1062.6040958484307	1058.4721793731069	1059.7593325036935	1065.696856333004	1072.7677293589247	1076.844794369601	1075.578087745883	
1064.4076809378923	1072.2449082266928	1063.7408118334654	1043.6045318323102	1023.359259200412	1015.1446898904259	1024.0524253526653	1044.5656828413726	
1098.6618198813835	1088.0810623865355	1067.2596735628124	1048.195916675558	1042.381269807218	1053.42114455035	1074.5107236768647	1093.1156509604414	
1047.4859206307226	1048.4045695992334	1060.7148856677345	1076.9908165376917	1087.727096618482	1086.8416853806793	1074.8306480374256	1058.5215027249778	
