550.2625578582421	547.4366793772045	552.047877843581	561.2742681793246	569.6363630482091	572.3526454555317	567.9063384536965	558.7894635435149	
550.2548822389938	547.3686419677114	551.9621821079942	561.2234670842084	569.6506264538036	572.424529031979	567.9964974976883	558.8474672404268	
550.3034142260958	547.2693700416372	551.7789675350933	561.0698097452026	569.6183348957904	572.5339568729355	568.1891112510498	559.0166041816941	
550.2363974472216	547.4054368165432	552.0323117832914	561.2852245558361	569.668819929108	572.3896795180788	567.9286788165533	558.785785583728	
550.1875007267652	547.194526553202	551.7825515773486	561.1408691691021	569.707032971177	572.5823429717352	568.1623052857143	558.9215636571284	
550.1926104848875	546.9344034131717	551.4431795776187	560.9526823222217	569.80311776604	572.9312873383266	568.59293114266	559.213367010821	
550.0672553391217	547.1674396754709	551.8679182320137	561.2894027738756	569.8346250461769	572.6196628276233	568.0909136081084	558.7841189865518	
549.9301114756731	547.1513797676375	551.9807441381128	561.4606286247348	569.9626041815008	572.630653468162	567.9768972183103	558.6076084133848	
550.0672553391217	547.1674396754709	551.8679182320137	561.2894027738756	569.8346250461769	572.6196628276233	568.0909136081084	558.7841189865518	
550.08969514538	547.3500073492374	552.0991809554175	561.4306979726982	569.8051753119787	572.4374026670881	567.8583493317765	558.6342111716225	
550.2625578582421	547.4366793772045	552.047877843581	561.2742681793246	569.6363630482091	572.3526454555317	567.9063384536965	558.7894635435149	
550.0565577771721	547.1964572110322	551.9223349258814	561.3397978842728	569.8550965115044	572.6020302002975	568.0482232907444	558.7438403106125	
550.0672553391217	547.1674396754709	551.8679182320137	561.2894027738756	569.8346250461769	572.6196628276233	568.0909136081084	558.7841189865518	
549.8802443028696	547.1230263329145	551.9920088529354	561.505227509628	570.0151154441122	572.6621246124638	567.9703663676912	558.5672693496363	
549.8392255378227	547.0644298695223	551.9477040269608	561.4977480744813	570.0446624138403	572.7081286816839	568.003365400161	558.5645620640713	
549.9301114756731	547.1513797676375	551.9807441381128	561.4606286247348	569.9626041815008	572.630653468162	567.9768972183103	558.6076084133848	
550.0681907330838	547.4240536017055	552.2233460354032	561.5301395453857	569.8223948530126	572.3630680526724	567.7340506133612	558.5306424132255	
549.8392255378227	547.0644298695223	551.9477040269608	561.4977480744813	570.0446624138403	572.7081286816839	568.003365400161	558.5645620640713	
549.8392255378227	547.0644298695223	551.9477040269608	561.4977480744813	570.0446624138403	572.7081286816839	568.003365400161	558.5645620640713	
550.0681907330838	547.4240536017055	552.2233460354032	561.5301395453857	569.8223948530126	572.3630680526724	567.7340506133612	558.5306424132255	
550.2600199783163	547.5081350234952	552.1500219838302	561.3460749136323	569.636855565872	572.2823419332503	567.8050634053619	558.7153309016768	
550.2625578582421	547.4366793772045	552.047877843581	561.2742681793246	569.6363630482091	572.3526454555317	567.9063384536965	558.7894635435149	
550.0628011496242	547.2368802702488	551.9706127481902	561.3653832500305	569.8418703596066	572.5562324310085	567.9940889533038	558.7107918342479	
550.070089768429	547.3069048201193	552.0599147848462	561.4197157940185	569.8294970571654	572.4839834532411	567.9019368359453	558.650751446763	
549.9800880993204	547.2671718050981	552.0956483488076	561.5098758083275	569.9222177261698	572.5277934110285	567.8730726473675	558.5661025638492	
549.9486220132277	547.2926898442008	552.1602091438573	561.5722678008551	569.9441369171888	572.494993605732	567.8018223806077	558.4947574485658	
